+6.400000e+001	   +7.590143e-007
+1.280000e+002	   +4.219484e-007
+1.920000e+002	   +3.757555e-007
+2.560000e+002	   +3.987598e-007
+3.200000e+002	   +3.596062e-007
+3.840000e+002	   +3.417268e-007
+4.480000e+002	   +3.651196e-007
+5.120000e+002	   +3.642995e-007
+5.760000e+002	   +3.588509e-007
+6.400000e+002	   +3.425833e-007
+7.040000e+002	   +3.130667e-007
+7.680000e+002	   +3.138204e-007
+8.320000e+002	   +3.347085e-007
+8.960000e+002	   +3.353269e-007
+9.600000e+002	   +3.392900e-007
+1.024000e+003	   +3.332809e-007
+1.088000e+003	   +3.086462e-007
+1.152000e+003	   +2.986264e-007
+1.216000e+003	   +2.910824e-007
+1.280000e+003	   +2.802752e-007
+1.344000e+003	   +2.687081e-007
+1.408000e+003	   +2.662942e-007
+1.472000e+003	   +2.753842e-007
+1.536000e+003	   +2.764934e-007
+1.600000e+003	   +2.665741e-007
+1.664000e+003	   +2.530386e-007
+1.728000e+003	   +2.525634e-007
+1.792000e+003	   +2.419832e-007
+1.856000e+003	   +2.318422e-007
+1.920000e+003	   +2.419930e-007
+1.984000e+003	   +2.519754e-007
+2.048000e+003	   +2.304580e-007
+2.112000e+003	   +2.156601e-007
+2.176000e+003	   +2.291560e-007
+2.240000e+003	   +2.396838e-007
+2.304000e+003	   +2.351317e-007
+2.368000e+003	   +2.190481e-007
+2.432000e+003	   +2.161760e-007
+2.496000e+003	   +2.179063e-007
+2.560000e+003	   +2.188012e-007
+2.624000e+003	   +2.064605e-007
+2.688000e+003	   +2.037252e-007
+2.752000e+003	   +2.053674e-007
+2.816000e+003	   +2.026010e-007
+2.880000e+003	   +2.071721e-007
+2.944000e+003	   +2.103979e-007
+3.008000e+003	   +2.192776e-007
+3.072000e+003	   +2.128957e-007
+3.136000e+003	   +2.053755e-007
+3.200000e+003	   +1.964586e-007
+3.264000e+003	   +1.854473e-007
+3.328000e+003	   +1.893915e-007
+3.392000e+003	   +1.900080e-007
+3.456000e+003	   +1.875784e-007
+3.520000e+003	   +1.908950e-007
+3.584000e+003	   +1.913405e-007
+3.648000e+003	   +1.861832e-007
+3.712000e+003	   +1.787609e-007
+3.776000e+003	   +1.800832e-007
+3.840000e+003	   +1.941298e-007
+3.904000e+003	   +1.998078e-007
+3.968000e+003	   +1.971059e-007
+4.032000e+003	   +1.867708e-007
+4.096000e+003	   +1.815308e-007
+4.160000e+003	   +1.770352e-007
+4.224000e+003	   +1.693020e-007
+4.288000e+003	   +1.682507e-007
+4.352000e+003	   +1.658446e-007
+4.416000e+003	   +1.672431e-007
+4.480000e+003	   +1.716804e-007
+4.544000e+003	   +1.688891e-007
+4.608000e+003	   +1.641192e-007
+4.672000e+003	   +1.759479e-007
+4.736000e+003	   +1.810759e-007
+4.800000e+003	   +1.720225e-007
+4.864000e+003	   +1.722635e-007
+4.928000e+003	   +1.867777e-007
+4.992000e+003	   +2.259171e-007
+5.056000e+003	   +2.255245e-007
+5.120000e+003	   +1.929578e-007
+5.184000e+003	   +1.726003e-007
+5.248000e+003	   +1.630190e-007
+5.312000e+003	   +1.569408e-007
+5.376000e+003	   +1.568375e-007
+5.440000e+003	   +1.536068e-007
+5.504000e+003	   +1.504716e-007
+5.568000e+003	   +1.517929e-007
+5.632000e+003	   +1.613149e-007
+5.696000e+003	   +1.658872e-007
+5.760000e+003	   +1.548762e-007
+5.824000e+003	   +1.541745e-007
+5.888000e+003	   +1.531111e-007
+5.952000e+003	   +1.569122e-007
+6.016000e+003	   +1.650190e-007
+6.080000e+003	   +1.616715e-007
+6.144000e+003	   +1.556066e-007
+6.208000e+003	   +1.599895e-007
+6.272000e+003	   +1.596013e-007
+6.336000e+003	   +1.517858e-007
+6.400000e+003	   +1.507136e-007
+6.464000e+003	   +1.492527e-007
+6.528000e+003	   +1.434196e-007
+6.592000e+003	   +1.435561e-007
+6.656000e+003	   +1.438009e-007
+6.720000e+003	   +1.424667e-007
+6.784000e+003	   +1.445549e-007
+6.848000e+003	   +1.522580e-007
+6.912000e+003	   +1.575565e-007
+6.976000e+003	   +1.551268e-007
+7.040000e+003	   +1.448515e-007
+7.104000e+003	   +1.345424e-007
+7.168000e+003	   +1.363747e-007
+7.232000e+003	   +1.361761e-007
+7.296000e+003	   +1.330909e-007
+7.360000e+003	   +1.372881e-007
+7.424000e+003	   +1.379655e-007
+7.488000e+003	   +1.373829e-007
+7.552000e+003	   +1.389948e-007
+7.616000e+003	   +1.371837e-007
+7.680000e+003	   +1.393169e-007
+7.744000e+003	   +1.447227e-007
+7.808000e+003	   +1.436803e-007
+7.872000e+003	   +1.409873e-007
+7.936000e+003	   +1.435747e-007
+8.000000e+003	   +1.489606e-007
+8.064000e+003	   +1.463542e-007
+8.128000e+003	   +1.423375e-007
+8.192000e+003	   +1.341725e-007
+8.256000e+003	   +1.337475e-007
+8.320000e+003	   +1.367534e-007
+8.384000e+003	   +1.338506e-007
+8.448000e+003	   +1.265709e-007
+8.512000e+003	   +1.187384e-007
+8.576000e+003	   +1.260743e-007
+8.640000e+003	   +1.377781e-007
+8.704000e+003	   +1.364149e-007
+8.768000e+003	   +1.318964e-007
+8.832000e+003	   +1.320200e-007
+8.896000e+003	   +1.388929e-007
+8.960000e+003	   +1.493179e-007
+9.024000e+003	   +1.464206e-007
+9.088000e+003	   +1.271593e-007
+9.152000e+003	   +1.179653e-007
+9.216000e+003	   +1.234057e-007
+9.280000e+003	   +1.292324e-007
+9.344000e+003	   +1.280384e-007
+9.408000e+003	   +1.241156e-007
+9.472000e+003	   +1.247758e-007
+9.536000e+003	   +1.321845e-007
+9.600000e+003	   +1.314581e-007
+9.664000e+003	   +1.291061e-007
+9.728000e+003	   +1.325822e-007
+9.792000e+003	   +1.336441e-007
+9.856000e+003	   +1.264873e-007
+9.920000e+003	   +1.184600e-007
+9.984000e+003	   +1.178243e-007
+1.004800e+004	   +1.252176e-007
+1.011200e+004	   +1.351084e-007
+1.017600e+004	   +1.316213e-007
+1.024000e+004	   +1.272089e-007
+1.030400e+004	   +1.235519e-007
+1.036800e+004	   +1.204098e-007
+1.043200e+004	   +1.200062e-007
+1.049600e+004	   +1.238462e-007
