+1.280000e+002	   +5.582112e-007
+2.560000e+002	   +4.080550e-007
+3.840000e+002	   +3.802799e-007
+5.120000e+002	   +3.533095e-007
+6.400000e+002	   +3.214472e-007
+7.680000e+002	   +3.221563e-007
+8.960000e+002	   +3.164521e-007
+1.024000e+003	   +2.924953e-007
+1.152000e+003	   +2.851030e-007
+1.280000e+003	   +2.812261e-007
+1.408000e+003	   +2.603988e-007
+1.536000e+003	   +2.386154e-007
+1.664000e+003	   +2.456879e-007
+1.792000e+003	   +2.556687e-007
+1.920000e+003	   +2.368121e-007
+2.048000e+003	   +2.256090e-007
+2.176000e+003	   +2.288008e-007
+2.304000e+003	   +2.265318e-007
+2.432000e+003	   +2.082186e-007
+2.560000e+003	   +2.044324e-007
+2.688000e+003	   +2.122453e-007
+2.816000e+003	   +2.034058e-007
+2.944000e+003	   +1.934831e-007
+3.072000e+003	   +1.908257e-007
+3.200000e+003	   +1.900815e-007
+3.328000e+003	   +1.885619e-007
+3.456000e+003	   +1.932994e-007
+3.584000e+003	   +1.903275e-007
+3.712000e+003	   +1.937731e-007
+3.840000e+003	   +1.954431e-007
+3.968000e+003	   +1.834088e-007
+4.096000e+003	   +1.715634e-007
+4.224000e+003	   +1.690210e-007
+4.352000e+003	   +1.671775e-007
+4.480000e+003	   +1.635759e-007
+4.608000e+003	   +1.641089e-007
+4.736000e+003	   +1.669613e-007
+4.864000e+003	   +1.832693e-007
+4.992000e+003	   +1.895700e-007
+5.120000e+003	   +1.764922e-007
+5.248000e+003	   +1.678675e-007
+5.376000e+003	   +1.712993e-007
+5.504000e+003	   +1.667559e-007
+5.632000e+003	   +1.567091e-007
+5.760000e+003	   +1.569196e-007
+5.888000e+003	   +1.668658e-007
+6.016000e+003	   +1.605722e-007
+6.144000e+003	   +1.516868e-007
+6.272000e+003	   +1.499975e-007
+6.400000e+003	   +1.436672e-007
+6.528000e+003	   +1.472081e-007
+6.656000e+003	   +1.572085e-007
+6.784000e+003	   +1.491696e-007
+6.912000e+003	   +1.423741e-007
+7.040000e+003	   +1.404064e-007
+7.168000e+003	   +1.375810e-007
+7.296000e+003	   +1.392287e-007
+7.424000e+003	   +1.443311e-007
+7.552000e+003	   +1.473703e-007
+7.680000e+003	   +1.470083e-007
+7.808000e+003	   +1.403090e-007
+7.936000e+003	   +1.394037e-007
+8.064000e+003	   +1.487514e-007
+8.192000e+003	   +1.507088e-007
+8.320000e+003	   +1.323424e-007
+8.448000e+003	   +1.199671e-007
+8.576000e+003	   +1.241011e-007
+8.704000e+003	   +1.331410e-007
+8.832000e+003	   +1.307945e-007
+8.960000e+003	   +1.267540e-007
+9.088000e+003	   +1.305781e-007
+9.216000e+003	   +1.272748e-007
+9.344000e+003	   +1.257687e-007
+9.472000e+003	   +1.275256e-007
+9.600000e+003	   +1.224226e-007
+9.728000e+003	   +1.180760e-007
+9.856000e+003	   +1.185643e-007
+9.984000e+003	   +1.252154e-007
+1.011200e+004	   +1.359908e-007
+1.024000e+004	   +1.374285e-007
+1.036800e+004	   +1.331149e-007
+1.049600e+004	   +1.260761e-007
+1.062400e+004	   +1.209889e-007
+1.075200e+004	   +1.264351e-007
+1.088000e+004	   +1.337298e-007
+1.100800e+004	   +1.340670e-007
+1.113600e+004	   +1.291658e-007
+1.126400e+004	   +1.240336e-007
